ID_Alojamiento,URL_Alojamiento,Desc_Alojamiento,ID_Host,Nombre_Host,Fecha_Ini_Host,Ubicacion_Host,Tiempo_Rpta_Host,Ratio_Rpta_Host,Superhost,Barrio_Alojamiento,Barrio_Latitude,Barrio_Logitude,Tipo_Propiedad,Capacidad_Alojamiento,Cant_Baños,Cant_Camas,Noches_Min,Noches_Max,Cant_Reseñas_Alojamiento,Fecha_Ini_Reseña,Fecha_Ult_Reseña,Score_Rating,Punto_Geo_Alojamiento,Precio_Noche,Moneda,Amenidades
51956972,https://www.airbnb.com/rooms/51956972,Loft in Palermo · 1 bedroom · 2 beds · 1 bath,397425070,Ariana,4/17/2021,"Buenos Aires, Argentina",,,f,Palermo,-34.57733,-58.41195,Entire loft,3,1 bath,2.0,1,365,0,,,,"[-58.41195, -34.57733]",,,
51957746,https://www.airbnb.com/rooms/51957746,Serviced apartment in AJZ · 1 bedroom · 2 beds · 1 bath,54137991,Mario,1/10/2016,,within a few hours,90%,f,Palermo,-34.57862,-58.43821,Entire serviced apartment,3,1 bath,2.0,2,1125,2,9/20/2021,11/30/2021,5.0,"[-58.43821, -34.57862]",78.0,USD,"['Hair dryer', 'Shampoo', 'Body soap', 'Hot water', 'Washer', 'Bed linens', 'TV', 'Air conditioning', 'Smoke alarm', 'Carbon monoxide alarm', 'Wifi', 'Kitchen', 'Space where guests can cook their own meals', 'Cooking basics', 'Pots and pans, oil, salt an"
51964083,https://www.airbnb.com/rooms/51964083,casa particular in AAF · ?4.83 · 3 bedrooms · 4 beds · 2.5 baths,1875949,Diego,3/7/2012,"Buenos Aires, Argentina",within an hour,99%,t,Almagro,-34.60603,-58.42057,Casa particular,6,2.5 baths,4.0,7,365,6,9/13/2021,1/4/2023,4.83,"[-58.42057, -34.60603]",122.0,USD,"['Bathtub', 'Hair dryer', 'Cleaning products', 'Body soap', 'Bidet', 'Washer', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Drying rack for clothing',"
51965500,https://www.airbnb.com/rooms/51965500,Rental unit in BNP · 1 bedroom · 1 bed · 1.5 baths,35395511,Sofia,6/9/2015,"Buenos Aires, Argentina",within a few hours,100%,t,Palermo,-34.58283,-58.42607,Entire rental unit,2,1.5 baths,1.0,5,90,1,11/10/2023,11/10/2023,5.0,"[-58.42607, -34.58283]",147.0,USD,"['Bathtub', 'Hair dryer', 'Cleaning products', 'Body soap', 'Bidet', 'Outdoor shower', 'Hot water', 'Washer', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iro"
51987095,https://www.airbnb.com/rooms/51987095,Rental unit in Palermo · 3 bedrooms · 5 beds · 2 baths,4930067,Danka Mariana,2/1/2013,"Buenos Aires, Argentina",within an hour,90%,f,Palermo,-34.58360290527344,-58.4129638671875,Entire rental unit,6,2 baths,5.0,4,1125,0,,,,"[-58.4129638671875, -34.58360290527344]",181.0,USD,"['Hair dryer', 'Shampoo', 'Hot water', 'Washer', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Iron', 'TV with standard cable', 'Crib', 'Air conditioning', 'Heating', 'Wifi', 'Dedicate"
51999994,https://www.airbnb.com/rooms/51999994,Condo in Palermo · ?4.93 · 2 bedrooms · 3 beds · 2 baths,221745387,Nancy,10/20/2018,Argentina,within an hour,100%,t,Palermo,-34.56696701049805,-58.43431854248047,Entire condo,4,2 baths,3.0,4,15,14,9/21/2022,12/5/2023,4.93,"[-58.43431854248047, -34.56696701049805]",67.0,USD,"['Bathtub', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Conditioner', 'Body soap', 'Bidet', 'Hot water', 'Shower gel', 'Free washer â?? In unit', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Cotton linens', 'Ex"
52004309,https://www.airbnb.com/rooms/52004309,Rental unit in FMN · ?4.85 · Studio · 1 bed · 1 bath,5838052,Steven,4/8/2013,"Buenos Aires, Argentina",within an hour,100%,f,Palermo,-34.576103,-58.419998,Entire rental unit,2,1 bath,1.0,2,90,33,11/25/2021,11/11/2023,4.85,"[-58.419998, -34.576103]",59.0,USD,"['Hair dryer', 'Shampoo', 'Washer', 'Dryer', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Iron', '50 HDTV with Netflix, standard cable', 'Air conditioning', 'Fire extinguisher', 'Fast wifi ? 52 Mbps', 'Verified by speed test. S"
52006508,https://www.airbnb.com/rooms/52006508,Serviced apartment in Villa Urquiza · ?4.71 · 1 bedroom · 1 bed · 1 bath,210147055,Giorgina Y Ángel,8/17/2018,"Buenos Aires, Argentina",within an hour,100%,f,Villa Urquiza,-34.57996,-58.48315,Entire serviced apartment,2,1 bath,1.0,3,360,52,9/20/2021,11/26/2023,4.71,"[-58.48315, -34.57996]",23.0,USD,"['Bathtub', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Conditioner', 'Body soap', 'Bidet', 'Hot water', 'Free washer â?? In unit', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Room-darkening shades', 'Drying r"
52016413,https://www.airbnb.com/rooms/52016413,Condo in AIB · 1 bedroom · 2 beds · 1 bath,93724964,Guadalupe,9/5/2016,"Lyon, France",within a day,58%,f,Palermo,-34.57633,-58.44019,Entire condo,3,1 bath,2.0,1,1125,1,12/11/2021,12/11/2021,4.0,"[-58.44019, -34.57633]",99.0,USD,"['Hair dryer', 'Cleaning products', 'Bidet', 'Outdoor shower', 'Hot water', 'Washer', 'Dryer', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Drying rac"
52054217,https://www.airbnb.com/rooms/52054217,Rental unit in Belgrano · ?4.98 · 1 bedroom · 2 beds · 1 bath,47415496,Jonathan,10/25/2015,"Buenos Aires, Argentina",within an hour,100%,t,Belgrano,-34.557194,-58.451336,Entire rental unit,3,1 bath,2.0,4,1125,58,9/15/2021,12/21/2023,4.98,"[-58.451336, -34.557194]",43.0,USD,"['City skyline view', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Conditioner', 'Body soap', 'Bidet', 'Outdoor shower', 'Hot water', 'Shower gel', 'Free washer ? In unit', 'Free dryer ? In unit', 'Essentials', 'Towels, bed sheets, soap, and toilet pap"
52067274,https://www.airbnb.com/rooms/52067274,Townhouse in Núñez · 1 bedroom · 2 beds · 1 private bath,2396413,Alicia,5/17/2012,"Buenos Aires, Argentina",within a day,100%,f,Nuñez,-34.55752,-58.46811,Private room in townhouse,1,1 private bath,2.0,3,1125,0,,,,"[-58.46811, -34.55752]",25.0,USD,"['Bathtub', 'Hair dryer', 'Bidet', 'Hot water', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Cotton linens', 'Extra pillows and blankets', 'Iron', 'Clothing storage: closet', 'TV with Netflix', 'Piano', 'Central a"
52085079,https://www.airbnb.com/rooms/52085079,Condo in Buenos Aires · ?4.96 · 2 bedrooms · 2 beds · 2 baths,173113195,Bernabe,2/12/2018,"Buenos Aires, Argentina",within an hour,100%,t,Palermo,-34.58731,-58.43826,Entire condo,4,2 baths,2.0,2,35,89,9/27/2021,12/25/2023,4.96,"[-58.43826, -34.58731]",98.0,USD,"['City skyline view', 'Bathtub', 'Hair dryer', 'Shampoo', 'Conditioner', 'Bidet', 'Hot water', 'Paid washer â?? In building', 'Dryer', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Safe', 'Clothing storage: closet', 'TV', 'Exercise equipme"
52086105,https://www.airbnb.com/rooms/52086105,Condo in AXA · ?5.0 · 2 bedrooms · 1 bed · 1.5 baths,114399664,Felipe,2/1/2017,"Buenos Aires, Argentina",within a day,100%,f,Nuñez,-34.55433,-58.46049,Entire condo,2,1.5 baths,1.0,5,31,3,1/14/2022,4/9/2023,5.0,"[-58.46049, -34.55433]",16.0,USD,"['Shampoo', 'Washer', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'TV', 'Air conditioning', 'Heating', 'First aid kit', 'Wifi', 'Kitchen', 'Space where guests can cook their own meals', 'Cooking basics', 'Pots and pans, oil, salt and pepp"
52088905,https://www.airbnb.com/rooms/52088905,Condo in AIB · 1 bedroom · 2 beds · 1 bath,93724964,Guadalupe,9/5/2016,"Lyon, France",within a day,58%,f,Palermo,-34.57696,-58.43844,Entire condo,4,1 bath,2.0,1,1125,0,,,,"[-58.43844, -34.57696]",93.0,USD,"['Hair dryer', 'Washer', 'Dryer', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Iron', 'TV', 'Air conditioning', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Space where guests ca"
52090192,https://www.airbnb.com/rooms/52090192,Serviced apartment in Monserrat · ?4.75 · Studio · 1 bed · 1 bath,369812415,Andres,9/29/2020,"Buenos Aires, Argentina",within an hour,100%,f,Monserrat,-34.61238,-58.3784,Entire serviced apartment,2,1 bath,1.0,3,1125,76,10/1/2021,12/8/2023,4.75,"[-58.3784, -34.61238]",39.0,USD,"['Bathtub', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Conditioner', 'Bidet', 'Hot water', 'Paid washer â?? In building', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Bed linens', 'Drying rack for clothing', 'Clothing storage: dresser"
52103407,https://www.airbnb.com/rooms/52103407,Condo in Palermo · ?4.79 · Studio · 1 bed · 1 bath,9944323,Pablo,11/11/2013,"Buenos Aires, Argentina",within an hour,100%,t,Palermo,-34.57606,-58.43768,Entire condo,2,1 bath,1.0,4,31,33,9/22/2021,11/29/2023,4.79,"[-58.43768, -34.57606]",30.0,USD,"['Bathtub', 'Hair dryer', 'Cleaning products', 'Bidet', 'Hot water', 'Paid washer ? In building', 'Paid dryer ? In building', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Cotton linens', 'Room-darkening shades', '"
52106359,https://www.airbnb.com/rooms/52106359,Condo in Palermo · ?4.54 · 1 bedroom · 1 bed · 1 bath,278440549,Boutique Apartments,7/23/2019,"Buenos Aires, Argentina",within an hour,100%,f,Palermo,-34.583504,-58.433495,Entire condo,3,1 bath,1.0,1,1125,123,9/22/2021,12/2/2023,4.54,"[-58.433495, -34.583504]",25.0,USD,"['Hair dryer', 'Cleaning products', 'Shampoo', 'Bidet', 'Hot water', 'Shower gel', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Room-darkening shades', 'Safe', 'Clothing storage: wardrobe', 'HDTV', 'Air conditioning', 'Heating'"
52107890,https://www.airbnb.com/rooms/52107890,Condo in Palermo · ?4.64 · 1 bedroom · 2 beds · 1 bath,278440549,Boutique Apartments,7/23/2019,"Buenos Aires, Argentina",within an hour,100%,f,Palermo,-34.58276,-58.43407,Entire condo,3,1 bath,2.0,1,1125,124,9/22/2021,12/5/2023,4.64,"[-58.43407, -34.58276]",25.0,USD,"['Hair dryer', 'Cleaning products', 'Shampoo', 'Bidet', 'Hot water', 'Shower gel', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Room-darkening shades', 'Safe', 'Clothing storage: wardrobe', 'HDTV', 'Window AC unit', 'Heating', "
52107907,https://www.airbnb.com/rooms/52107907,Rental unit in FLO · ?4.96 · Studio · 2 beds · 1 bath,255400372,Maria,4/12/2019,,within an hour,100%,t,Palermo,-34.58242,-58.42592,Entire rental unit,3,1 bath,2.0,2,30,48,9/19/2021,12/6/2023,4.96,"[-58.42592, -34.58242]",47.0,USD,"['Bathtub', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Conditioner', 'Body soap', 'Bidet', 'Hot water', 'Paid washer â?? In building', 'Paid dryer â?? In building', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', "
52108063,https://www.airbnb.com/rooms/52108063,Condo in Palermo · ?4.45 · 1 bedroom · 2 beds · 1 bath,278440549,Boutique Apartments,7/23/2019,"Buenos Aires, Argentina",within an hour,100%,f,Palermo,-34.583492,-58.433491,Entire condo,3,1 bath,2.0,1,1125,107,9/24/2021,12/16/2023,4.45,"[-58.433491, -34.583492]",25.0,USD,"['Hair dryer', 'Cleaning products', 'Shampoo', 'Bidet', 'Hot water', 'Shower gel', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Safe', 'Clothing storage: wardrobe', 'HDTV', 'Window AC unit', 'Heating', 'Wifi', 'De"
52111907,https://www.airbnb.com/rooms/52111907,Condo in Palermo · ?4.45 · 1 bedroom · 2 beds · 1 bath,278440549,Boutique Apartments,7/23/2019,"Buenos Aires, Argentina",within an hour,100%,f,Palermo,-34.5835,-58.433441,Entire condo,3,1 bath,2.0,1,1125,117,9/19/2021,11/27/2023,4.45,"[-58.433441, -34.5835]",25.0,USD,"['Hair dryer', 'Cleaning products', 'Shampoo', 'Bidet', 'Hot water', 'Shower gel', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Room-darkening shades', 'Safe', 'Clothing storage: wardrobe', 'TV', 'Air conditioning', 'Heating', "
52111998,https://www.airbnb.com/rooms/52111998,Condo in Palermo · ?4.47 · 1 bedroom · 1 bed · 1 bath,278440549,Boutique Apartments,7/23/2019,"Buenos Aires, Argentina",within an hour,100%,f,Palermo,-34.583412,-58.433441,Entire condo,3,1 bath,1.0,1,1125,93,10/4/2021,11/30/2023,4.47,"[-58.433441, -34.583412]",25.0,USD,"['Hair dryer', 'Cleaning products', 'Shampoo', 'Bidet', 'Hot water', 'Shower gel', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Safe', 'Clothing storage: wardrobe', 'TV', 'Air conditioning', 'Heating', 'Wifi', 'Dedicated worksp"
52112036,https://www.airbnb.com/rooms/52112036,Condo in Palermo · ?4.58 · 1 bedroom · 2 beds · 1 bath,278440549,Boutique Apartments,7/23/2019,"Buenos Aires, Argentina",within an hour,100%,f,Palermo,-34.583412,-58.433441,Entire condo,3,1 bath,2.0,1,1125,101,10/4/2021,12/2/2023,4.58,"[-58.433441, -34.583412]",25.0,USD,"['Hair dryer', 'Cleaning products', 'Shampoo', 'Bidet', 'Hot water', 'Shower gel', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Safe', 'Clothing storage: wardrobe', 'TV', 'Air conditioning', 'Heating', 'Wifi', 'Dedicated worksp"
52114821,https://www.airbnb.com/rooms/52114821,Rental unit in CPF · ?5.0 · 1 bedroom · 2 beds · 1 bath,421438278,Clara,9/3/2021,,within a day,100%,f,Belgrano,-34.56496,-58.45586,Entire rental unit,3,1 bath,2.0,3,30,6,12/29/2021,11/27/2023,5.0,"[-58.45586, -34.56496]",31.0,USD,"['City skyline view', 'Bathtub', 'Hair dryer', 'Cleaning products', 'Bidet', 'Hot water', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Bed linens', 'Clothing storage: closet', 'AC - split type ductless system', 'Central heating', 'Wifi', "
52122989,https://www.airbnb.com/rooms/52122989,Rental unit in Palermo · 1 bedroom · 1 bed · 2 baths,30700159,Mariana,4/6/2015,"Buenos Aires, Argentina",within an hour,97%,f,Palermo,-34.58718,-58.43985,Entire rental unit,3,2 baths,1.0,14,365,0,,,,"[-58.43985, -34.58718]",88.0,USD,"['City skyline view', 'Bathtub', 'Shampoo', 'Hot water', 'Paid washer â?? In building', 'Paid dryer â?? In building', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shade"
52124558,https://www.airbnb.com/rooms/52124558,Condo in Palermo · ?4.63 · 1 bedroom · 2 beds · 1 bath,278440549,Boutique Apartments,7/23/2019,"Buenos Aires, Argentina",within an hour,100%,f,Palermo,-34.58424,-58.43291,Entire condo,3,1 bath,2.0,1,1125,125,9/20/2021,11/18/2023,4.63,"[-58.43291, -34.58424]",25.0,USD,"['Hair dryer', 'Cleaning products', 'Shampoo', 'Bidet', 'Hot water', 'Shower gel', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Room-darkening shades', 'Safe', 'Clothing storage: wardrobe', 'TV', 'Air conditioning', 'Heating', "
52125603,https://www.airbnb.com/rooms/52125603,Condo in Palermo · ?4.28 · 1 bedroom · 2 beds · 1 bath,278440549,Boutique Apartments,7/23/2019,"Buenos Aires, Argentina",within an hour,100%,f,Palermo,-34.583412,-58.433441,Entire condo,3,1 bath,2.0,1,1125,90,9/26/2021,12/1/2023,4.28,"[-58.433441, -34.583412]",24.0,USD,"['Hair dryer', 'Cleaning products', 'Shampoo', 'Bidet', 'Shower gel', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Safe', 'Clothing storage: wardrobe', 'TV', 'Air conditioning', 'Heating', 'Wifi', 'Dedicated workspace', 'Kitche"
52127232,https://www.airbnb.com/rooms/52127232,Condo in Palermo · ?4.33 · Studio · 2 beds · 1 bath,278440549,Boutique Apartments,7/23/2019,"Buenos Aires, Argentina",within an hour,100%,f,Palermo,-34.583412,-58.433441,Entire condo,3,1 bath,2.0,1,1125,146,9/18/2021,12/3/2023,4.33,"[-58.433441, -34.583412]",23.0,USD,"['Hair dryer', 'Cleaning products', 'Shampoo', 'Bidet', 'Hot water', 'Shower gel', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Room-darkening shades', 'Safe', 'Clothing storage: wardrobe', 'TV', 'Air conditioning', 'Heating', "
52127904,https://www.airbnb.com/rooms/52127904,Loft in Villa Crespo · 1 bedroom · 1 bed · 1 bath,45476013,Rosario,9/30/2015,Argentina,within an hour,100%,f,Villa Crespo,-34.59259,-58.44221,Entire loft,2,1 bath,1.0,5,365,0,,,,"[-58.44221, -34.59259]",36.0,USD,"['Outdoor shower', 'TV', 'Exercise equipment', 'Window AC unit', 'Fire extinguisher', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Space where guests can cook their own meals', 'Refrigerator', 'Patio or balcony', 'Outdoor dining area']"
52130366,https://www.airbnb.com/rooms/52130366,Condo in Palermo · ?4.72 · Studio · 2 beds · 1 bath,278440549,Boutique Apartments,7/23/2019,"Buenos Aires, Argentina",within an hour,100%,f,Palermo,-34.583412,-58.433441,Entire condo,3,1 bath,2.0,1,1125,144,9/20/2021,12/5/2023,4.72,"[-58.433441, -34.583412]",23.0,USD,"['Hair dryer', 'Cleaning products', 'Shampoo', 'Bidet', 'Hot water', 'Shower gel', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Room-darkening shades', 'Safe', 'Clothing storage: wardrobe', 'TV', 'Air conditioning', 'Heating', "
52130885,https://www.airbnb.com/rooms/52130885,Rental unit in BQD · 2 bedrooms · 1 bed · 1 bath,171635396,Celia,2/4/2018,"New York, NY",within an hour,100%,f,Palermo,-34.57273,-58.43093,Entire rental unit,3,1 bath,1.0,7,90,0,,,,"[-58.43093, -34.57273]",69.0,USD,"['Bathtub', 'Bidet', 'Hot water', 'Washer', 'Dryer', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Cotton linens', 'Extra pillows and blankets', 'Iron', 'Drying rack for clothing', 'Clothing storage: closet', 'TV',"
52131612,https://www.airbnb.com/rooms/52131612,Condo in Palermo · ?4.56 · 1 bedroom · 2 beds · 1.5 baths,278440549,Boutique Apartments,7/23/2019,"Buenos Aires, Argentina",within an hour,100%,f,Palermo,-34.583412,-58.433441,Entire condo,3,1.5 baths,2.0,1,1125,79,9/19/2021,12/16/2023,4.56,"[-58.433441, -34.583412]",23.0,USD,"['Hair dryer', 'Cleaning products', 'Shampoo', 'Bidet', 'Hot water', 'Shower gel', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Safe', 'Clothing storage: wardrobe', 'TV', 'Air conditioning', 'Heating', 'Wifi', 'Dedicated worksp"
52131947,https://www.airbnb.com/rooms/52131947,Condo in Palermo · ?4.68 · 1 bedroom · 2 beds · 1.5 baths,278440549,Boutique Apartments,7/23/2019,"Buenos Aires, Argentina",within an hour,100%,f,Palermo,-34.58341,-58.43344,Entire condo,3,1.5 baths,2.0,1,1125,98,9/28/2021,12/6/2023,4.68,"[-58.43344, -34.58341]",23.0,USD,"['Hair dryer', 'Cleaning products', 'Shampoo', 'Bidet', 'Hot water', 'Shower gel', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Safe', 'Clothing storage: wardrobe', 'TV', 'Air conditioning', 'Heating', 'Wifi', 'Dedicated worksp"
52132889,https://www.airbnb.com/rooms/52132889,Rental unit in Caballito · ?4.62 · 1 bedroom · 2 beds · 1 bath,238665358,Jaime Chieh,1/24/2019,"Buenos Aires, Argentina",,,f,Caballito,-34.62122,-58.44811,Entire rental unit,3,1 bath,2.0,7,1125,13,1/31/2022,4/9/2023,4.62,"[-58.44811, -34.62122]",,,
52133389,https://www.airbnb.com/rooms/52133389,Condo in Villa Ortúzar · ?4.40 · 1 bedroom · 1 bed · 1.5 baths,258479381,Nicolás,4/28/2019,"Buenos Aires, Argentina",,,f,Villa Ortuzar,-34.58557,-58.46352,Entire condo,2,1.5 baths,1.0,1,20,5,9/13/2021,7/16/2022,4.4,"[-58.46352, -34.58557]",24.0,USD,"['Courtyard view', 'Bathtub', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Conditioner', 'Bidet', 'Hot water', 'Washer ? In unit', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Extra pillows and blankets', 'Room-darkening shad"
52138336,https://www.airbnb.com/rooms/52138336,Condo in Flores · ?4.79 · 1 bedroom · 2 beds · 1 bath,359939253,Jeronimo,8/2/2020,"BMD, Argentina",within an hour,100%,t,Flores,-34.62294,-58.45944,Entire condo,3,1 bath,2.0,5,60,53,10/11/2021,11/28/2023,4.79,"[-58.45944, -34.62294]",19.0,USD,"['City skyline view', 'Bathtub', 'Cleaning products', 'Body soap', 'Bidet', 'Hot water', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Cotton linens', 'Room-darkening shades', 'Clothing storage: closet', 'Ethernet "
52141266,https://www.airbnb.com/rooms/52141266,Condo in Saavedra · ?4.94 · 1 bedroom · 2 beds · 1.5 baths,54671276,Julieta,1/14/2016,"Buenos Aires, Argentina",within an hour,100%,f,Saavedra,-34.543041,-58.474148,Entire condo,3,1.5 baths,2.0,4,90,18,2/27/2022,11/30/2023,4.94,"[-58.474148, -34.543041]",542.0,USD,"['Hot water', 'Free washer ? In unit', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Drying rack for clothing', 'Clothing storage: closet', 'Ethernet c"
52143052,https://www.airbnb.com/rooms/52143052,Rental unit in AAQ · ?4.77 · 2 bedrooms · 5 beds · 1.5 baths,161192137,Isabel María,12/3/2017,"Buenos Aires, Argentina",within an hour,100%,t,Recoleta,-34.59029,-58.39641,Entire rental unit,5,1.5 baths,5.0,2,100,39,9/11/2021,11/26/2023,4.77,"[-58.39641, -34.59029]",48.0,USD,"['Bathtub', 'Cleaning products', 'Body soap', 'Bidet', 'Hot water', 'Washer', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Cotton linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Drying rack for cl"
52143095,https://www.airbnb.com/rooms/52143095,Rental unit in ACC · ?4.18 · 2 bedrooms · 3 beds · 1 bath,234799487,M&M Rent,1/6/2019,"Buenos Aires, Argentina",within an hour,100%,f,Retiro,-34.5909,-58.37911,Entire rental unit,4,1 bath,3.0,30,1125,39,12/4/2021,12/15/2023,4.18,"[-58.37911, -34.5909]",59.0,USD,"['Bathtub', 'Hair dryer', 'Jabon de manos body soap', 'Bidet', 'Hot water', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Flannel linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Clothing st"
52145552,https://www.airbnb.com/rooms/52145552,Condo in Recoleta · ?4.80 · Studio · 2 beds · 1 bath,11483615,Mariana,1/20/2014,"Buenos Aires, Argentina",within a few hours,97%,f,Recoleta,-34.59335,-58.39229,Entire condo,3,1 bath,2.0,7,1125,5,1/25/2022,1/5/2023,4.8,"[-58.39229, -34.59335]",54.0,USD,"['Paid washer â?? In building', 'Paid dryer â?? In building', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'TV', 'Exercise equipment', 'Window AC unit', 'Heating', 'Fire extinguisher', 'Wifi', 'Dedicated workspace', 'In a room w"
52150372,https://www.airbnb.com/rooms/52150372,Condo in Recoleta · ?5.0 · 1 bedroom · 1 bed · 1.5 baths,284190466,Nicholas,8/9/2019,"Buenos Aires, Argentina",,,t,Recoleta,-34.58802,-58.40176,Entire condo,2,1.5 baths,1.0,7,180,14,4/1/2022,8/25/2023,5.0,"[-58.40176, -34.58802]",54.0,USD,"['Bathtub', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Conditioner', 'Body soap', 'Bidet', 'Hot water', 'Free washer ? In unit', 'Free dryer ? In unit', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Cotton line"
52152575,https://www.airbnb.com/rooms/52152575,Condo in Constitución · 2 bedrooms · 6 beds · 1 bath,290507776,Germán,8/31/2019,,within a day,75%,f,Constitucion,-34.62027,-58.37902,Entire condo,6,1 bath,6.0,3,30,0,,,,"[-58.37902, -34.62027]",84.0,USD,"['Hair dryer', 'Washer', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Iron', 'TV', 'Air conditioning', 'Heating', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Space where guests can cook their own meals', 'Cooking basics', 'Pots "
52165542,https://www.airbnb.com/rooms/52165542,Rental unit in Buenos Aires · 1 bedroom · 1 bed · 2 baths,126635547,Exequiel,4/19/2017,"Buenos Aires, Argentina",within an hour,100%,f,Saavedra,-34.54099713407179,-58.47756770449137,Entire rental unit,2,2 baths,1.0,7,90,0,,,,"[-58.47756770449137, -34.54099713407179]",41.0,USD,"['Bathtub', 'Hair dryer', 'Cleaning products', 'Bidet', 'Outdoor shower', 'Hot water', 'Free washer â?? In building', 'Free dryer â?? In building', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Cotton linens', 'Ext"
52171234,https://www.airbnb.com/rooms/52171234,Condo in Palermo · ?4.96 · 3 bedrooms · 5 beds · 1.5 baths,173365133,Arturo Mario,2/14/2018,"Buenos Aires, Argentina",within a few hours,100%,t,Palermo,-34.57942,-58.42375,Entire condo,5,1.5 baths,5.0,6,365,52,10/16/2021,12/20/2023,4.96,"[-58.42375, -34.57942]",,,
52185364,https://www.airbnb.com/rooms/52185364,Loft in AAO · 1 bedroom · 4 beds · 1 bath,340544959,Sergio,3/6/2020,"AAO, Argentina",,,f,San Nicolas,-34.60424,-58.37829,Entire loft,4,1 bath,4.0,2,60,1,3/5/2022,3/5/2022,5.0,"[-58.37829, -34.60424]",4.0,USD,"['Bidet', 'Hot water', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Room-darkening shades', 'Clothing storage: closet', 'TV', 'Air conditioning', 'Portable heater', 'Fire extinguisher', 'Wifi', 'Dedicated workspac"
