Unnamed: 0,Trip Duration,Start Time,Stop Time,Start Station ID,Start Station Name,Start Station Latitude,Start Station Longitude,End Station ID,End Station Name,End Station Latitude,End Station Longitude,Bike ID,User Type,Birth Year,Gender,Trip_Duration_in_min
135,624,2015-10-01 08:39:00,2015-10-01 08:49:25,3199,Newport Pkwy,40.7287448,-74.03210820000001,3183,Exchange Place,40.7162469,-74.0334588,24581,Subscriber,1972.0,2,10
136,263,2015-10-01 08:39:08,2015-10-01 08:43:32,3209,Brunswick St,40.7241765,-74.05065640000001,3186,Grove St PATH,40.71958611647166,-74.0431174635887,24639,Subscriber,1967.0,2,4
137,236,2015-10-01 08:40:18,2015-10-01 08:44:15,3195,Sip Ave,40.730742625306576,-74.06378388404845,3194,McGinley Square,40.7253399253558,-74.06762212514876,24422,Subscriber,1975.0,1,4
138,282,2015-10-01 08:41:00,2015-10-01 08:45:42,3194,McGinley Square,40.7253399253558,-74.06762212514876,3195,Sip Ave,40.730742625306576,-74.06378388404845,24504,Subscriber,1989.0,2,5
139,156,2015-10-01 08:41:19,2015-10-01 08:43:56,3209,Brunswick St,40.7241765,-74.05065640000001,3211,Newark Ave,40.72152515,-74.046304543,24436,Subscriber,1978.0,1,3
140,139,2015-10-01 08:41:59,2015-10-01 08:44:19,3211,Newark Ave,40.72152515,-74.046304543,3186,Grove St PATH,40.71958611647166,-74.0431174635887,24570,Subscriber,1972.0,1,2
141,335,2015-10-01 08:42:33,2015-10-01 08:48:08,3213,Van Vorst Park,40.71848892,-74.047726625,3183,Exchange Place,40.7162469,-74.0334588,24527,Subscriber,1983.0,1,6
142,334,2015-10-01 08:42:39,2015-10-01 08:48:14,3213,Van Vorst Park,40.71848892,-74.047726625,3183,Exchange Place,40.7162469,-74.0334588,24495,Subscriber,1988.0,2,6
143,629,2015-10-01 08:42:46,2015-10-01 08:53:15,3203,Hamilton Park,40.727595966,-74.044247311,3183,Exchange Place,40.7162469,-74.0334588,24688,Subscriber,1989.0,1,10
144,814,2015-10-01 08:42:47,2015-10-01 08:56:21,3190,Garfield Ave Station,40.7104670233797,-74.07003879547119,3186,Grove St PATH,40.71958611647166,-74.0431174635887,24650,Subscriber,1988.0,1,14
145,391,2015-10-01 08:43:16,2015-10-01 08:49:47,3185,City Hall,40.7177325,-74.04384499999999,3184,Paulus Hook,40.7141454,-74.0335519,24612,Subscriber,1982.0,2,7
146,528,2015-10-01 08:43:57,2015-10-01 08:52:46,3209,Brunswick St,40.7241765,-74.05065640000001,3183,Exchange Place,40.7162469,-74.0334588,24493,Subscriber,1949.0,1,9
147,203,2015-10-01 08:46:01,2015-10-01 08:49:24,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3186,Grove St PATH,40.71958611647166,-74.0431174635887,24386,Subscriber,1985.0,1,3
148,407,2015-10-01 08:46:02,2015-10-01 08:52:50,3209,Brunswick St,40.7241765,-74.05065640000001,3186,Grove St PATH,40.71958611647166,-74.0431174635887,24635,Subscriber,1978.0,2,7
149,1732,2015-10-01 08:46:55,2015-10-01 09:15:48,3197,North St,40.752559000000005,-74.044725,3197,North St,40.752559000000005,-74.044725,24595,Customer,1984.0,0,29
150,227,2015-10-01 08:47:41,2015-10-01 08:51:29,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.0431174635887,24472,Subscriber,1964.0,1,4
151,273,2015-10-01 08:48:40,2015-10-01 08:53:14,3209,Brunswick St,40.7241765,-74.05065640000001,3186,Grove St PATH,40.71958611647166,-74.0431174635887,24487,Subscriber,1984.0,1,5
152,267,2015-10-01 08:49:00,2015-10-01 08:53:28,3201,Dey St,40.737711,-74.066921,3195,Sip Ave,40.730742625306576,-74.06378388404845,24655,Subscriber,1972.0,1,4
153,542,2015-10-01 08:50:10,2015-10-01 08:59:12,3211,Newark Ave,40.72152515,-74.046304543,3183,Exchange Place,40.7162469,-74.0334588,24436,Subscriber,1980.0,1,9
154,441,2015-10-01 08:50:13,2015-10-01 08:57:34,3202,Newport PATH,40.7272235,-74.03375890000001,3186,Grove St PATH,40.71958611647166,-74.0431174635887,24531,Subscriber,1993.0,1,7
155,306,2015-10-01 08:53:40,2015-10-01 08:58:46,3194,McGinley Square,40.7253399253558,-74.06762212514876,3195,Sip Ave,40.730742625306576,-74.06378388404845,24466,Subscriber,1971.0,1,5
156,1329,2015-10-01 08:56:21,2015-10-01 09:18:30,3193,Lincoln Park,40.7246050998869,-74.07840594649316,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,24501,Customer,1984.0,0,22
157,192,2015-10-01 08:57:58,2015-10-01 09:01:11,3220,5 Corners Library,40.73496102000952,-74.05950307846071,3195,Sip Ave,40.730742625306576,-74.06378388404845,24460,Subscriber,1979.0,1,3
158,342,2015-10-01 08:58:37,2015-10-01 09:04:19,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3202,Newport PATH,40.7272235,-74.03375890000001,24480,Subscriber,1979.0,1,6
159,5198,2015-10-01 09:00:45,2015-10-01 10:27:24,3211,Newark Ave,40.72152515,-74.046304543,3205,JC Medical Center,40.71653978099194,-74.0496379137039,24535,Subscriber,1978.0,2,87
160,187,2015-10-01 09:03:08,2015-10-01 09:06:15,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.0431174635887,24396,Subscriber,1986.0,1,3
161,552,2015-10-01 09:03:45,2015-10-01 09:12:58,3209,Brunswick St,40.7241765,-74.05065640000001,3185,City Hall,40.7177325,-74.04384499999999,24653,Subscriber,1984.0,1,9
162,280,2015-10-01 09:03:46,2015-10-01 09:08:26,3194,McGinley Square,40.7253399253558,-74.06762212514876,3195,Sip Ave,40.730742625306576,-74.06378388404845,24641,Subscriber,1968.0,1,5
163,101,2015-10-01 09:06:26,2015-10-01 09:08:08,3213,Van Vorst Park,40.71848892,-74.047726625,3185,City Hall,40.7177325,-74.04384499999999,24704,Subscriber,1962.0,1,2
164,223,2015-10-01 09:07:05,2015-10-01 09:10:49,3207,Oakland Ave,40.7376037,-74.05247829999999,3220,5 Corners Library,40.73496102000952,-74.05950307846071,24467,Subscriber,1986.0,1,4
165,235,2015-10-01 09:11:20,2015-10-01 09:15:16,3187,Warren St,40.721123600000006,-74.03805095,3183,Exchange Place,40.7162469,-74.0334588,24714,Subscriber,1984.0,1,4
166,1161,2015-10-01 09:11:27,2015-10-01 09:30:49,3188,NJCU,40.710108700000006,-74.0858489,3186,Grove St PATH,40.71958611647166,-74.0431174635887,24558,Subscriber,1982.0,1,19
167,701,2015-10-01 09:14:58,2015-10-01 09:26:39,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3192,Liberty Light Rail,40.7112423,-74.0557013,24633,Customer,1984.0,0,12
168,540,2015-10-01 09:16:16,2015-10-01 09:25:16,3202,Newport PATH,40.7272235,-74.03375890000001,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,24406,Subscriber,1972.0,1,9
169,708,2015-10-01 09:17:26,2015-10-01 09:29:15,3211,Newark Ave,40.72152515,-74.046304543,3203,Hamilton Park,40.727595966,-74.044247311,24579,Subscriber,1977.0,2,12
170,789,2015-10-01 09:19:11,2015-10-01 09:32:21,3201,Dey St,40.737711,-74.066921,3202,Newport PATH,40.7272235,-74.03375890000001,24431,Subscriber,1984.0,1,13
171,328,2015-10-01 09:20:01,2015-10-01 09:25:30,3194,McGinley Square,40.7253399253558,-74.06762212514876,3195,Sip Ave,40.730742625306576,-74.06378388404845,24569,Subscriber,1990.0,1,5
172,303,2015-10-01 09:22:00,2015-10-01 09:27:03,3187,Warren St,40.721123600000006,-74.03805095,3183,Exchange Place,40.7162469,-74.0334588,24711,Subscriber,1985.0,2,5
173,260,2015-10-01 09:22:03,2015-10-01 09:26:23,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3185,City Hall,40.7177325,-74.04384499999999,24643,Subscriber,1987.0,1,4
174,581,2015-10-01 09:25:14,2015-10-01 09:34:56,3213,Van Vorst Park,40.71848892,-74.047726625,3183,Exchange Place,40.7162469,-74.0334588,24591,Subscriber,1983.0,2,10
175,341,2015-10-01 09:28:35,2015-10-01 09:34:16,3211,Newark Ave,40.72152515,-74.046304543,3183,Exchange Place,40.7162469,-74.0334588,24665,Subscriber,1985.0,1,6
176,791,2015-10-01 09:30:53,2015-10-01 09:44:04,3209,Brunswick St,40.7241765,-74.05065640000001,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,24659,Subscriber,1983.0,2,13
177,161,2015-10-01 09:35:20,2015-10-01 09:38:01,3211,Newark Ave,40.72152515,-74.046304543,3186,Grove St PATH,40.71958611647166,-74.0431174635887,24494,Subscriber,1977.0,1,3
178,296,2015-10-01 09:38:21,2015-10-01 09:43:18,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.0431174635887,24579,Subscriber,1981.0,1,5
179,973,2015-10-01 09:38:43,2015-10-01 09:54:56,3201,Dey St,40.737711,-74.066921,3220,5 Corners Library,40.73496102000952,-74.05950307846071,24589,Subscriber,1960.0,1,16
180,302,2015-10-01 09:39:07,2015-10-01 09:44:09,3209,Brunswick St,40.7241765,-74.05065640000001,3186,Grove St PATH,40.71958611647166,-74.0431174635887,24415,Subscriber,1983.0,2,5
181,345,2015-10-01 09:41:49,2015-10-01 09:47:34,3213,Van Vorst Park,40.71848892,-74.047726625,3183,Exchange Place,40.7162469,-74.0334588,24483,Subscriber,1980.0,1,6
182,541,2015-10-01 09:42:51,2015-10-01 09:51:52,3213,Van Vorst Park,40.71848892,-74.047726625,3183,Exchange Place,40.7162469,-74.0334588,24496,Subscriber,1990.0,2,9
183,296,2015-10-01 09:44:28,2015-10-01 09:49:25,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3183,Exchange Place,40.7162469,-74.0334588,24396,Subscriber,1990.0,1,5
184,358,2015-10-01 09:47:28,2015-10-01 09:53:26,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.730742625306576,-74.06378388404845,24567,Subscriber,1984.0,1,6
185,156,2015-10-01 09:47:42,2015-10-01 09:50:19,3187,Warren St,40.721123600000006,-74.03805095,3186,Grove St PATH,40.71958611647166,-74.0431174635887,24721,Subscriber,1991.0,1,3
186,838,2015-10-01 09:50:32,2015-10-01 10:04:30,3212,Christ Hospital,40.734785818,-74.050443636,3186,Grove St PATH,40.71958611647166,-74.0431174635887,24631,Subscriber,1980.0,1,14
187,263,2015-10-01 09:51:12,2015-10-01 09:55:36,3195,Sip Ave,40.730742625306576,-74.06378388404845,3194,McGinley Square,40.7253399253558,-74.06762212514876,24569,Subscriber,1990.0,2,4
188,313,2015-10-01 09:51:29,2015-10-01 09:56:42,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.0431174635887,17653,Subscriber,1975.0,1,5
189,442,2015-10-01 09:52:30,2015-10-01 09:59:53,3199,Newport Pkwy,40.7287448,-74.03210820000001,3183,Exchange Place,40.7162469,-74.0334588,24407,Subscriber,1985.0,1,7
190,1914,2015-10-01 09:53:00,2015-10-01 10:24:54,3193,Lincoln Park,40.7246050998869,-74.07840594649316,3206,Hilltop,40.7311689,-74.0575736,24387,Subscriber,1975.0,2,32
191,340,2015-10-01 09:54:22,2015-10-01 10:00:02,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3183,Exchange Place,40.7162469,-74.0334588,24636,Subscriber,1970.0,1,6
192,669,2015-10-01 09:56:26,2015-10-01 10:07:36,3195,Sip Ave,40.730742625306576,-74.06378388404845,3193,Lincoln Park,40.7246050998869,-74.07840594649316,24628,Subscriber,1985.0,2,11
193,195,2015-10-01 09:59:12,2015-10-01 10:02:27,3194,McGinley Square,40.7253399253558,-74.06762212514876,3195,Sip Ave,40.730742625306576,-74.06378388404845,24569,Subscriber,1986.0,1,3
194,492,2015-10-01 10:08:16,2015-10-01 10:16:29,3203,Hamilton Park,40.727595966,-74.044247311,3183,Exchange Place,40.7162469,-74.0334588,24401,Subscriber,1979.0,1,8
195,954,2015-10-01 10:10:10,2015-10-01 10:26:05,3209,Brunswick St,40.7241765,-74.05065640000001,3199,Newport Pkwy,40.7287448,-74.03210820000001,19086,Subscriber,1989.0,2,16
196,978,2015-10-01 10:10:57,2015-10-01 10:27:15,3215,Central Ave,40.7467299,-74.0492509,3220,5 Corners Library,40.73496102000952,-74.05950307846071,24701,Subscriber,1987.0,1,16
197,318,2015-10-01 10:11:38,2015-10-01 10:16:56,3185,City Hall,40.7177325,-74.04384499999999,3183,Exchange Place,40.7162469,-74.0334588,24699,Subscriber,1982.0,1,5
198,265,2015-10-01 10:12:15,2015-10-01 10:16:41,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.0431174635887,24700,Subscriber,1960.0,1,4
199,186,2015-10-01 10:17:33,2015-10-01 10:20:40,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3183,Exchange Place,40.7162469,-74.0334588,24501,Subscriber,1977.0,1,3
200,312,2015-10-01 10:20:15,2015-10-01 10:25:28,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3203,Hamilton Park,40.727595966,-74.044247311,24650,Subscriber,1980.0,1,5
201,600,2015-10-01 10:23:27,2015-10-01 10:33:28,3212,Christ Hospital,40.734785818,-74.050443636,3210,Pershing Field,40.742677141,-74.051788633,24716,Subscriber,1965.0,1,10
202,594,2015-10-01 10:25:08,2015-10-01 10:35:03,3196,Riverview Park,40.7443187,-74.04399090000001,3220,5 Corners Library,40.73496102000952,-74.05950307846071,24626,Subscriber,1984.0,1,10
203,210,2015-10-01 10:26:18,2015-10-01 10:29:48,3209,Brunswick St,40.7241765,-74.05065640000001,3186,Grove St PATH,40.71958611647166,-74.0431174635887,24639,Subscriber,1984.0,1,4
204,18774,2015-10-01 10:27:41,2015-10-01 15:40:36,3187,Warren St,40.721123600000006,-74.03805095,3183,Exchange Place,40.7162469,-74.0334588,24476,Subscriber,1963.0,1,313
205,278,2015-10-01 10:28:39,2015-10-01 10:33:18,3203,Hamilton Park,40.727595966,-74.044247311,3187,Warren St,40.721123600000006,-74.03805095,24705,Subscriber,1976.0,1,5
206,4360,2015-10-01 10:29:37,2015-10-01 11:42:18,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3199,Newport Pkwy,40.7287448,-74.03210820000001,24535,Customer,1984.0,0,73
207,266,2015-10-01 10:33:00,2015-10-01 10:37:26,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3187,Warren St,40.721123600000006,-74.03805095,24631,Subscriber,1981.0,1,4
208,667,2015-10-01 05:47:44,2015-10-01 05:58:51,3192,Liberty Light Rail,40.7112423,-74.0557013,3184,Paulus Hook,40.7141454,-74.0335519,24536,Subscriber,1960.0,1,11
209,496,2015-10-01 06:05:11,2015-10-01 06:13:27,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958611647166,-74.0431174635887,24668,Subscriber,1989.0,2,8
210,535,2015-10-01 07:18:37,2015-10-01 07:27:32,3192,Liberty Light Rail,40.7112423,-74.0557013,3183,Exchange Place,40.7162469,-74.0334588,24457,Subscriber,1981.0,2,9
211,610,2015-10-01 08:18:19,2015-10-01 08:28:30,3192,Liberty Light Rail,40.7112423,-74.0557013,3185,City Hall,40.7177325,-74.04384499999999,24429,Subscriber,1983.0,1,10
212,667,2015-10-01 08:21:13,2015-10-01 08:32:21,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958611647166,-74.0431174635887,24404,Subscriber,1966.0,2,11
213,558,2015-10-01 08:31:38,2015-10-01 08:40:56,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958611647166,-74.0431174635887,24539,Subscriber,1979.0,1,9
214,580,2015-10-01 09:11:04,2015-10-01 09:20:44,3192,Liberty Light Rail,40.7112423,-74.0557013,3183,Exchange Place,40.7162469,-74.0334588,24479,Subscriber,1968.0,1,10
215,496,2015-10-01 10:44:59,2015-10-01 10:53:16,3210,Pershing Field,40.742677141,-74.051788633,3212,Christ Hospital,40.734785818,-74.050443636,24716,Subscriber,1965.0,1,8
216,170,2015-10-01 10:45:05,2015-10-01 10:47:55,3203,Hamilton Park,40.727595966,-74.044247311,3211,Newark Ave,40.72152515,-74.046304543,24386,Subscriber,1976.0,1,3
217,370,2015-10-01 10:47:44,2015-10-01 10:53:55,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3209,Brunswick St,40.7241765,-74.05065640000001,24415,Subscriber,1976.0,2,6
218,605,2015-10-01 10:50:20,2015-10-01 11:00:26,3202,Newport PATH,40.7272235,-74.03375890000001,3183,Exchange Place,40.7162469,-74.0334588,24666,Subscriber,1985.0,1,10
219,920,2015-10-01 11:01:45,2015-10-01 11:17:06,3195,Sip Ave,40.730742625306576,-74.06378388404845,3201,Dey St,40.737711,-74.066921,24584,Subscriber,1962.0,2,15
220,179,2015-10-01 11:02:13,2015-10-01 11:05:13,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,24508,Subscriber,1977.0,1,3
221,183,2015-10-01 11:03:28,2015-10-01 11:06:32,3203,Hamilton Park,40.727595966,-74.044247311,3211,Newark Ave,40.72152515,-74.046304543,24650,Subscriber,1980.0,1,3
222,99,2015-10-01 11:09:32,2015-10-01 11:11:12,3211,Newark Ave,40.72152515,-74.046304543,3186,Grove St PATH,40.71958611647166,-74.0431174635887,24650,Subscriber,1976.0,1,2
223,841,2015-10-01 11:10:51,2015-10-01 11:24:52,3220,5 Corners Library,40.73496102000952,-74.05950307846071,3196,Riverview Park,40.7443187,-74.04399090000001,24626,Subscriber,1984.0,1,14
224,332,2015-10-01 11:31:23,2015-10-01 11:36:56,3211,Newark Ave,40.72152515,-74.046304543,3203,Hamilton Park,40.727595966,-74.044247311,24386,Subscriber,1978.0,1,6
225,262,2015-10-01 11:32:19,2015-10-01 11:36:41,3184,Paulus Hook,40.7141454,-74.0335519,3187,Warren St,40.721123600000006,-74.03805095,24540,Subscriber,1963.0,2,4
226,732,2015-10-01 11:36:58,2015-10-01 11:49:10,3202,Newport PATH,40.7272235,-74.03375890000001,3198,Heights Elevator,40.74871594538023,-74.04044330120088,24671,Subscriber,1987.0,1,12
227,2890,2015-10-01 11:45:16,2015-10-01 12:33:26,3199,Newport Pkwy,40.7287448,-74.03210820000001,3199,Newport Pkwy,40.7287448,-74.03210820000001,24623,Customer,1984.0,0,48
228,270,2015-10-01 11:46:32,2015-10-01 11:51:02,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3186,Grove St PATH,40.71958611647166,-74.0431174635887,24723,Subscriber,1976.0,2,4
229,678,2015-10-01 11:53:27,2015-10-01 12:04:45,3185,City Hall,40.7177325,-74.04384499999999,3194,McGinley Square,40.7253399253558,-74.06762212514876,24606,Subscriber,1988.0,1,11
230,445,2015-10-01 11:54:55,2015-10-01 12:02:20,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3202,Newport PATH,40.7272235,-74.03375890000001,24508,Subscriber,1977.0,1,7
231,184,2015-10-01 11:56:09,2015-10-01 11:59:14,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3183,Exchange Place,40.7162469,-74.0334588,24406,Subscriber,1973.0,1,3
232,110,2015-10-01 11:56:44,2015-10-01 11:58:35,3199,Newport Pkwy,40.7287448,-74.03210820000001,3202,Newport PATH,40.7272235,-74.03375890000001,24471,Subscriber,1977.0,2,2
233,391,2015-10-01 11:59:35,2015-10-01 12:06:07,3184,Paulus Hook,40.7141454,-74.0335519,3202,Newport PATH,40.7272235,-74.03375890000001,24536,Subscriber,1986.0,1,7
234,329,2015-10-01 11:59:45,2015-10-01 12:05:15,3187,Warren St,40.721123600000006,-74.03805095,3184,Paulus Hook,40.7141454,-74.0335519,24540,Subscriber,1963.0,2,5
235,1063,2015-10-01 12:00:48,2015-10-01 12:18:32,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3187,Warren St,40.721123600000006,-74.03805095,24477,Customer,1984.0,0,18
236,276,2015-10-01 12:01:56,2015-10-01 12:06:33,3194,McGinley Square,40.7253399253558,-74.06762212514876,3195,Sip Ave,40.730742625306576,-74.06378388404845,24402,Subscriber,1985.0,2,5
237,975,2015-10-01 12:02:08,2015-10-01 12:18:24,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3187,Warren St,40.721123600000006,-74.03805095,24604,Customer,1984.0,0,16
238,929,2015-10-01 12:03:08,2015-10-01 12:18:37,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3187,Warren St,40.721123600000006,-74.03805095,24538,Customer,1984.0,0,15
239,2250,2015-10-01 12:03:14,2015-10-01 12:40:44,3210,Pershing Field,40.742677141,-74.051788633,3186,Grove St PATH,40.71958611647166,-74.0431174635887,24408,Subscriber,1968.0,1,38
240,863,2015-10-01 12:03:48,2015-10-01 12:18:12,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3187,Warren St,40.721123600000006,-74.03805095,24522,Customer,1984.0,0,14
241,828,2015-10-01 12:04:43,2015-10-01 12:18:31,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3187,Warren St,40.721123600000006,-74.03805095,24652,Customer,1984.0,0,14
242,144,2015-10-01 12:06:32,2015-10-01 12:08:56,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,24666,Subscriber,1974.0,2,2
243,300,2015-10-01 12:07:05,2015-10-01 12:12:06,3201,Dey St,40.737711,-74.066921,3195,Sip Ave,40.730742625306576,-74.06378388404845,24511,Subscriber,1964.0,1,5
244,886,2015-10-01 12:08:44,2015-10-01 12:23:31,3201,Dey St,40.737711,-74.066921,3195,Sip Ave,40.730742625306576,-74.06378388404845,24551,Subscriber,1961.0,1,15
245,851,2015-10-01 12:09:08,2015-10-01 12:23:19,3201,Dey St,40.737711,-74.066921,3195,Sip Ave,40.730742625306576,-74.06378388404845,24484,Subscriber,1961.0,1,14
246,353,2015-10-01 12:09:26,2015-10-01 12:15:20,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958611647166,-74.0431174635887,24649,Subscriber,1990.0,1,6
247,347,2015-10-01 12:09:35,2015-10-01 12:15:23,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958611647166,-74.0431174635887,24548,Subscriber,1986.0,1,6
248,358,2015-10-01 12:13:25,2015-10-01 12:19:24,3184,Paulus Hook,40.7141454,-74.0335519,3185,City Hall,40.7177325,-74.04384499999999,24391,Subscriber,1980.0,1,6
249,1280,2015-10-01 12:14:08,2015-10-01 12:35:28,3195,Sip Ave,40.730742625306576,-74.06378388404845,3185,City Hall,40.7177325,-74.04384499999999,24430,Subscriber,1988.0,1,21
250,138,2015-10-01 12:15:46,2015-10-01 12:18:05,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.0431174635887,24396,Subscriber,1972.0,1,2
251,1379,2015-10-01 12:19:46,2015-10-01 12:42:45,3202,Newport PATH,40.7272235,-74.03375890000001,3183,Exchange Place,40.7162469,-74.0334588,24536,Subscriber,1986.0,1,23
252,1270,2015-10-01 12:20:51,2015-10-01 12:42:01,3202,Newport PATH,40.7272235,-74.03375890000001,3183,Exchange Place,40.7162469,-74.0334588,24508,Subscriber,1983.0,1,21
253,755,2015-10-01 12:21:30,2015-10-01 12:34:05,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3205,JC Medical Center,40.71653978099194,-74.0496379137039,24509,Subscriber,1970.0,2,13
254,1222,2015-10-01 12:22:09,2015-10-01 12:42:32,3202,Newport PATH,40.7272235,-74.03375890000001,3183,Exchange Place,40.7162469,-74.0334588,24480,Customer,1984.0,0,20
255,1745,2015-10-01 12:26:48,2015-10-01 12:55:54,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,24669,Subscriber,1989.0,1,29
256,1897,2015-10-01 12:27:03,2015-10-01 12:58:40,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,24629,Subscriber,1989.0,1,32
257,1732,2015-10-01 12:27:11,2015-10-01 12:56:04,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,24445,Subscriber,1986.0,1,29
258,90,2015-10-01 12:27:33,2015-10-01 12:29:03,3185,City Hall,40.7177325,-74.04384499999999,3186,Grove St PATH,40.71958611647166,-74.0431174635887,24643,Subscriber,1986.0,2,2
259,606,2015-10-01 12:27:47,2015-10-01 12:37:53,3194,McGinley Square,40.7253399253558,-74.06762212514876,3185,City Hall,40.7177325,-74.04384499999999,24606,Subscriber,1990.0,2,10
260,399,2015-10-01 12:31:09,2015-10-01 12:37:48,3202,Newport PATH,40.7272235,-74.03375890000001,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,24478,Subscriber,1977.0,1,7
261,972,2015-10-01 12:35:49,2015-10-01 12:52:02,3199,Newport Pkwy,40.7287448,-74.03210820000001,3186,Grove St PATH,40.71958611647166,-74.0431174635887,24535,Customer,1984.0,0,16
262,209,2015-10-01 12:39:49,2015-10-01 12:43:18,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,24651,Subscriber,1973.0,1,3
263,544,2015-10-01 12:42:57,2015-10-01 12:52:01,3187,Warren St,40.721123600000006,-74.03805095,3202,Newport PATH,40.7272235,-74.03375890000001,24652,Customer,1984.0,0,9
264,486,2015-10-01 12:43:13,2015-10-01 12:51:20,3187,Warren St,40.721123600000006,-74.03805095,3202,Newport PATH,40.7272235,-74.03375890000001,24497,Customer,1984.0,0,8
265,485,2015-10-01 12:43:23,2015-10-01 12:51:28,3187,Warren St,40.721123600000006,-74.03805095,3202,Newport PATH,40.7272235,-74.03375890000001,24477,Customer,1984.0,0,8
266,466,2015-10-01 12:43:53,2015-10-01 12:51:40,3187,Warren St,40.721123600000006,-74.03805095,3202,Newport PATH,40.7272235,-74.03375890000001,24526,Customer,1984.0,0,8
267,108,2015-10-01 12:43:59,2015-10-01 12:45:48,3199,Newport Pkwy,40.7287448,-74.03210820000001,3202,Newport PATH,40.7272235,-74.03375890000001,24474,Subscriber,1984.0,1,2
268,581,2015-10-01 12:44:15,2015-10-01 12:53:56,3184,Paulus Hook,40.7141454,-74.0335519,3184,Paulus Hook,40.7141454,-74.0335519,24683,Subscriber,1987.0,1,10
269,438,2015-10-01 12:44:16,2015-10-01 12:51:35,3187,Warren St,40.721123600000006,-74.03805095,3202,Newport PATH,40.7272235,-74.03375890000001,24538,Customer,1984.0,0,7
270,1018,2015-10-01 12:45:49,2015-10-01 13:02:47,3196,Riverview Park,40.7443187,-74.04399090000001,3195,Sip Ave,40.730742625306576,-74.06378388404845,24626,Customer,1984.0,0,17
271,188,2015-10-01 12:48:38,2015-10-01 12:51:47,3184,Paulus Hook,40.7141454,-74.0335519,3183,Exchange Place,40.7162469,-74.0334588,24608,Subscriber,1974.0,2,3
272,950,2015-10-01 12:55:37,2015-10-01 13:11:27,3210,Pershing Field,40.742677141,-74.051788633,3186,Grove St PATH,40.71958611647166,-74.0431174635887,24488,Subscriber,1963.0,1,16
273,1535,2015-10-01 12:59:00,2015-10-01 13:24:35,3193,Lincoln Park,40.7246050998869,-74.07840594649316,3195,Sip Ave,40.730742625306576,-74.06378388404845,24546,Customer,1984.0,0,26
274,702,2015-10-01 13:03:34,2015-10-01 13:15:16,3207,Oakland Ave,40.7376037,-74.05247829999999,3186,Grove St PATH,40.71958611647166,-74.0431174635887,24481,Subscriber,1981.0,1,12
