Anio,Mes,Periodo,Dia,Fecha,Franja_Horaria,Tipo,Subtipo,Uso_Arma,Uso_Moto,Barrio,Comuna,Cantidad
2016,Febrero,Feb-2016,Domingo,2016-02-07,0,Robo,Robo automotor,si,no,MONTE CASTRO,10,1
2016,Febrero,Feb-2016,Martes,2016-02-09,0,Robo,Robo total,si,no,MONTE CASTRO,10,1
2016,Febrero,Feb-2016,Martes,2016-02-02,19,Robo,Robo total,no,si,VILLA DEVOTO,11,1
2016,Febrero,Feb-2016,Domingo,2016-02-14,16,Robo,Robo total,si,no,VILLA DEVOTO,11,1
2016,Febrero,Feb-2016,Lunes,2016-02-15,23,Robo,Robo total,si,no,VILLA DEVOTO,11,1
2016,Febrero,Feb-2016,Jueves,2016-02-04,20,Robo,Robo automotor,si,no,MATADEROS,9,1
2016,Febrero,Feb-2016,Miércoles,2016-02-10,9,Robo,Robo total,si,no,MATADEROS,9,1
2016,Febrero,Feb-2016,Lunes,2016-02-15,19,Robo,Robo total,no,no,MATADEROS,9,1
2016,Febrero,Feb-2016,Martes,2016-02-16,2,Robo,Robo automotor,si,no,MATADEROS,9,1
2016,Febrero,Feb-2016,Martes,2016-02-16,13,Robo,Robo total,no,no,MATADEROS,9,1
2016,Febrero,Feb-2016,Viernes,2016-02-26,0,Robo,Robo total,no,no,MATADEROS,9,1
2016,Febrero,Feb-2016,Domingo,2016-02-07,23,Robo,Robo total,si,no,VILLA DEVOTO,11,1
2016,Febrero,Feb-2016,Jueves,2016-02-18,9,Robo,Robo total,si,no,VILLA DEVOTO,11,1
2016,Febrero,Feb-2016,Viernes,2016-02-05,21,Robo,Robo total,no,no,VILLA DEVOTO,11,1
2016,Febrero,Feb-2016,Lunes,2016-02-01,0,Robo,Robo total,no,no,MONTE CASTRO,10,1
2016,Febrero,Feb-2016,Sábado,2016-02-20,21,Robo,Robo total,no,no,VILLA DEVOTO,11,1
2016,Febrero,Feb-2016,Viernes,2016-02-26,21,Robo,Robo total,no,no,VILLA DEVOTO,11,1
2016,Febrero,Feb-2016,Domingo,2016-02-14,4,Robo,Robo total,no,no,VILLA DEVOTO,11,1
2016,Febrero,Feb-2016,Domingo,2016-02-21,18,Robo,Robo automotor,si,no,MATADEROS,9,1
2016,Febrero,Feb-2016,Miércoles,2016-02-17,11,Robo,Robo automotor,no,no,VILLA DEVOTO,11,1
2016,Febrero,Feb-2016,Miércoles,2016-02-10,10,Robo,Robo total,si,no,VERSALLES,10,1
2016,Febrero,Feb-2016,Lunes,2016-02-29,11,Robo,Robo total,no,no,MATADEROS,9,1
2016,Febrero,Feb-2016,Lunes,2016-02-29,22,Robo,Robo total,no,no,VILLA DEVOTO,11,1
2016,Febrero,Feb-2016,Jueves,2016-02-04,1,Robo,Robo total,no,no,MONTE CASTRO,10,1
2016,Febrero,Feb-2016,Lunes,2016-02-01,16,Robo,Robo automotor,si,no,VILLA DEVOTO,11,1
2016,Febrero,Feb-2016,Martes,2016-02-16,17,Robo,Robo total,no,no,VILLA DEVOTO,11,1
2016,Febrero,Feb-2016,Martes,2016-02-16,14,Robo,Robo total,no,si,VILLA DEVOTO,11,1
2016,Febrero,Feb-2016,Sábado,2016-02-13,5,Robo,Robo total,si,no,VILLA DEVOTO,11,1
2016,Febrero,Feb-2016,Domingo,2016-02-07,15,Robo,Robo total,no,si,MATADEROS,9,1
2016,Febrero,Feb-2016,Miércoles,2016-02-17,13,Robo,Robo total,si,no,MATADEROS,9,1
2016,Febrero,Feb-2016,Jueves,2016-02-18,14,Robo,Robo total,no,no,VILLA DEVOTO,11,1
2016,Febrero,Feb-2016,Miércoles,2016-02-10,7,Robo,Robo total,no,no,MONTE CASTRO,10,1
2016,Febrero,Feb-2016,Miércoles,2016-02-24,19,Robo,Robo total,no,no,MONTE CASTRO,10,1
2016,Febrero,Feb-2016,Sábado,2016-02-13,7,Robo,Robo total,no,si,VILLA DEVOTO,11,1
2016,Febrero,Feb-2016,Viernes,2016-02-26,22,Robo,Robo total,si,no,VILLA DEVOTO,11,1
2016,Febrero,Feb-2016,Miércoles,2016-02-03,8,Robo,Robo total,no,no,MONTE CASTRO,10,1
2016,Febrero,Feb-2016,Miércoles,2016-02-10,16,Robo,Robo total,no,no,MATADEROS,9,1
2016,Febrero,Feb-2016,Domingo,2016-02-14,7,Robo,Robo total,si,no,VILLA DEVOTO,11,1
2016,Febrero,Feb-2016,Domingo,2016-02-07,15,Robo,Robo total,no,no,MATADEROS,9,1
2016,Febrero,Feb-2016,Miércoles,2016-02-17,7,Robo,Robo automotor,no,no,VILLA DEVOTO,11,1
2016,Febrero,Feb-2016,Martes,2016-02-09,18,Robo,Robo total,no,no,VILLA DEVOTO,11,1
2016,Febrero,Feb-2016,Miércoles,2016-02-10,21,Robo,Robo total,no,no,MONTE CASTRO,10,1
2016,Febrero,Feb-2016,Sábado,2016-02-13,0,Robo,Robo total,si,no,VERSALLES,10,1
2016,Enero,Ene-2016,Martes,2016-01-19,18,Robo,Robo total,no,no,VILLA DEVOTO,11,1
2016,Marzo,Mar-2016,Lunes,2016-03-14,14,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Lunes,2016-03-21,12,Robo,Robo total,no,no,LINIERS,9,1
2016,Febrero,Feb-2016,Martes,2016-02-23,16,Robo,Robo total,no,no,VILLA DEVOTO,11,1
2016,Marzo,Mar-2016,Miércoles,2016-03-02,6,Robo,Robo total,si,no,VILLA REAL,10,1
2016,Marzo,Mar-2016,Miércoles,2016-03-16,15,Robo,Robo total,si,no,VILLA REAL,10,1
2016,Marzo,Mar-2016,Sábado,2016-03-19,20,Robo,Robo automotor,si,no,VILLA REAL,10,1
2016,Marzo,Mar-2016,Viernes,2016-03-04,16,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Sábado,2016-03-05,11,Robo,Robo total,no,no,LINIERS,9,1
2016,Febrero,Feb-2016,Martes,2016-02-23,16,Robo,Robo total,no,no,VILLA DEVOTO,11,1
2016,Marzo,Mar-2016,Domingo,2016-03-06,16,Robo,Robo total,no,no,LINIERS,9,1
2016,Febrero,Feb-2016,Jueves,2016-02-04,16,Robo,Robo total,no,no,VERSALLES,10,1
2016,Marzo,Mar-2016,Lunes,2016-03-14,17,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Viernes,2016-03-18,17,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Jueves,2016-03-31,16,Robo,Robo total,no,si,VILLA REAL,10,1
2016,Marzo,Mar-2016,Domingo,2016-03-13,18,Robo,Robo total,no,no,VERSALLES,10,1
2016,Marzo,Mar-2016,Domingo,2016-03-20,23,Robo,Robo automotor,si,no,VILLA REAL,10,1
2016,Marzo,Mar-2016,Viernes,2016-03-04,4,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Sábado,2016-03-26,15,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Sábado,2016-03-19,14,Robo,Robo automotor,si,no,VERSALLES,10,1
2016,Marzo,Mar-2016,Jueves,2016-03-03,6,Robo,Robo total,si,no,LINIERS,9,1
2016,Marzo,Mar-2016,Sábado,2016-03-12,16,Robo,Robo automotor,si,no,LINIERS,9,1
2016,Marzo,Mar-2016,Sábado,2016-03-12,19,Robo,Robo total,si,no,LINIERS,9,1
2016,Marzo,Mar-2016,Miércoles,2016-03-16,15,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Sábado,2016-03-26,15,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Viernes,2016-03-11,15,Robo,Robo total,no,si,VILLA REAL,10,1
2016,Febrero,Feb-2016,Jueves,2016-02-18,8,Robo,Robo total,no,no,VILLA DEVOTO,11,1
2016,Marzo,Mar-2016,Jueves,2016-03-17,14,Robo,Robo total,si,no,VILLA REAL,10,1
2016,Marzo,Mar-2016,Martes,2016-03-01,17,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Martes,2016-03-15,17,Robo,Robo total,no,no,VERSALLES,10,1
2016,Marzo,Mar-2016,Viernes,2016-03-18,20,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Miércoles,2016-03-09,13,Robo,Robo total,no,no,VILLA REAL,10,1
2016,Marzo,Mar-2016,Domingo,2016-03-20,18,Robo,Robo total,si,no,VERSALLES,10,1
2016,Marzo,Mar-2016,Lunes,2016-03-14,9,Robo,Robo total,no,no,VERSALLES,10,1
2016,Marzo,Mar-2016,Viernes,2016-03-04,12,Robo,Robo total,no,no,VILLA REAL,10,1
2016,Marzo,Mar-2016,Jueves,2016-03-10,0,Robo,Robo total,no,no,VERSALLES,10,1
2016,Marzo,Mar-2016,Lunes,2016-03-28,17,Robo,Robo total,no,no,VILLA DEVOTO,11,1
2016,Marzo,Mar-2016,Sábado,2016-03-19,20,Robo,Robo total,si,no,VERSALLES,10,1
2016,Marzo,Mar-2016,Martes,2016-03-08,6,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Domingo,2016-03-20,3,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Domingo,2016-03-13,20,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Miércoles,2016-03-23,17,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Viernes,2016-03-04,15,Robo,Robo total,si,si,VILLA DEVOTO,11,1
2016,Marzo,Mar-2016,Martes,2016-03-01,7,Robo,Robo total,si,no,VILLA REAL,10,1
2016,Marzo,Mar-2016,Sábado,2016-03-05,12,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Jueves,2016-03-31,1,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Miércoles,2016-03-02,16,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Lunes,2016-03-07,5,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Viernes,2016-03-11,18,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Domingo,2016-03-13,10,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Lunes,2016-03-21,12,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Martes,2016-03-08,5,Robo,Robo total,si,no,LINIERS,9,1
2016,Marzo,Mar-2016,Miércoles,2016-03-16,6,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Viernes,2016-03-25,10,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Jueves,2016-03-24,20,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Lunes,2016-03-07,9,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Viernes,2016-03-18,10,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Viernes,2016-03-11,11,Robo,Robo automotor,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Lunes,2016-03-14,19,Robo,Robo total,no,no,VERSALLES,10,1
2016,Marzo,Mar-2016,Lunes,2016-03-21,15,Robo,Robo total,no,no,VERSALLES,10,1
2016,Marzo,Mar-2016,Viernes,2016-03-25,20,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Martes,2016-03-01,6,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Lunes,2016-03-07,10,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Miércoles,2016-03-09,6,Robo,Robo total,si,no,LINIERS,9,1
2016,Marzo,Mar-2016,Viernes,2016-03-18,16,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Sábado,2016-03-19,21,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Sábado,2016-03-05,18,Robo,Robo total,no,si,LINIERS,9,1
2016,Marzo,Mar-2016,Sábado,2016-03-26,19,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Miércoles,2016-03-16,15,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Sábado,2016-03-26,17,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Viernes,2016-03-18,8,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Sábado,2016-03-19,19,Robo,Robo total,no,si,LINIERS,9,1
2016,Marzo,Mar-2016,Miércoles,2016-03-23,15,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Martes,2016-03-22,12,Robo,Robo total,no,no,VERSALLES,10,1
2016,Marzo,Mar-2016,Martes,2016-03-15,16,Robo,Robo total,no,no,VERSALLES,10,1
2016,Marzo,Mar-2016,Domingo,2016-03-20,19,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Domingo,2016-03-06,18,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Jueves,2016-03-24,13,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Jueves,2016-03-03,16,Robo,Robo total,no,no,VERSALLES,10,1
2016,Marzo,Mar-2016,Martes,2016-03-01,23,Robo,Robo total,no,no,VERSALLES,10,1
2016,Marzo,Mar-2016,Domingo,2016-03-13,21,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Sábado,2016-03-26,20,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Sábado,2016-03-26,19,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Jueves,2016-03-17,22,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Miércoles,2016-03-16,22,Robo,Robo total,no,no,VILLA DEVOTO,11,1
2016,Marzo,Mar-2016,Viernes,2016-03-18,13,Robo,Robo total,si,no,VILLA REAL,10,1
2016,Marzo,Mar-2016,Sábado,2016-03-19,2,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Viernes,2016-03-11,14,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Martes,2016-03-01,20,Robo,Robo total,no,no,VERSALLES,10,1
2016,Marzo,Mar-2016,Viernes,2016-03-18,17,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Miércoles,2016-03-30,9,Robo,Robo total,si,no,VILLA REAL,10,1
2016,Marzo,Mar-2016,Miércoles,2016-03-02,17,Robo,Robo total,no,no,VERSALLES,10,1
2016,Marzo,Mar-2016,Martes,2016-03-08,8,Robo,Robo total,no,no,VILLA DEVOTO,11,1
2016,Marzo,Mar-2016,Viernes,2016-03-11,21,Robo,Robo total,si,no,LINIERS,9,1
2016,Marzo,Mar-2016,Lunes,2016-03-14,13,Robo,Robo total,si,no,LINIERS,9,1
2016,Marzo,Mar-2016,Martes,2016-03-15,3,Robo,Robo automotor,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Lunes,2016-03-21,7,Robo,Robo total,no,no,VILLA REAL,10,1
2016,Marzo,Mar-2016,Jueves,2016-03-24,6,Robo,Robo total,si,si,VILLA DEVOTO,11,1
2016,Marzo,Mar-2016,Viernes,2016-03-04,19,Robo,Robo total,si,no,VERSALLES,10,1
2016,Marzo,Mar-2016,Lunes,2016-03-07,17,Robo,Robo total,si,no,VILLA DEVOTO,11,1
2016,Marzo,Mar-2016,Viernes,2016-03-25,13,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Martes,2016-03-29,8,Robo,Robo total,no,si,VILLA REAL,10,1
2016,Enero,Ene-2016,Domingo,2016-01-03,23,Robo,Robo total,no,no,VILLA DEVOTO,11,1
2016,Marzo,Mar-2016,Domingo,2016-03-13,9,Robo,Robo total,no,no,VILLA DEVOTO,11,1
2016,Marzo,Mar-2016,Martes,2016-03-01,9,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Lunes,2016-03-14,10,Robo,Robo total,si,no,VERSALLES,10,1
2016,Marzo,Mar-2016,Martes,2016-03-22,12,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Martes,2016-03-08,20,Robo,Robo total,no,no,VILLA DEVOTO,11,1
2016,Marzo,Mar-2016,Martes,2016-03-15,17,Robo,Robo total,no,no,VERSALLES,10,1
2016,Marzo,Mar-2016,Lunes,2016-03-28,4,Robo,Robo total,no,no,VILLA REAL,10,1
2016,Marzo,Mar-2016,Viernes,2016-03-11,20,Robo,Robo total,no,no,VERSALLES,10,1
2016,Marzo,Mar-2016,Domingo,2016-03-06,19,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Domingo,2016-03-06,8,Robo,Robo total,no,si,VILLA DEVOTO,11,1
2016,Marzo,Mar-2016,Lunes,2016-03-07,19,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Martes,2016-03-15,12,Robo,Robo total,no,no,VILLA DEVOTO,11,1
2016,Marzo,Mar-2016,Lunes,2016-03-21,13,Robo,Robo total,no,no,VERSALLES,10,1
2016,Marzo,Mar-2016,Miércoles,2016-03-23,7,Robo,Robo total,si,no,VILLA REAL,10,1
2016,Marzo,Mar-2016,Sábado,2016-03-19,21,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Jueves,2016-03-31,17,Robo,Robo automotor,si,si,LINIERS,9,1
2016,Enero,Ene-2016,Jueves,2016-01-21,17,Robo,Robo total,no,no,VILLA DEVOTO,11,1
2016,Marzo,Mar-2016,Martes,2016-03-08,18,Robo,Robo total,no,no,VILLA DEVOTO,11,1
2016,Marzo,Mar-2016,Jueves,2016-03-17,19,Robo,Robo total,si,no,VILLA REAL,10,1
2016,Marzo,Mar-2016,Lunes,2016-03-14,18,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Viernes,2016-03-11,20,Robo,Robo total,no,no,VERSALLES,10,1
2016,Marzo,Mar-2016,Martes,2016-03-15,19,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Miércoles,2016-03-16,11,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Miércoles,2016-03-23,17,Robo,Robo total,no,no,VILLA REAL,10,1
2016,Marzo,Mar-2016,Lunes,2016-03-28,2,Robo,Robo total,si,si,VILLA REAL,10,1
2016,Marzo,Mar-2016,Viernes,2016-03-18,16,Robo,Robo total,si,no,VILLA DEVOTO,11,1
2016,Marzo,Mar-2016,Jueves,2016-03-17,15,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Lunes,2016-03-21,2,Robo,Robo total,no,no,VERSALLES,10,1
2016,Marzo,Mar-2016,Jueves,2016-03-24,21,Robo,Robo total,no,no,VILLA DEVOTO,11,1
2016,Marzo,Mar-2016,Sábado,2016-03-19,11,Robo,Robo total,si,no,VILLA REAL,10,1
2016,Marzo,Mar-2016,Sábado,2016-03-05,1,Robo,Robo total,si,no,LINIERS,9,1
2016,Marzo,Mar-2016,Miércoles,2016-03-02,11,Robo,Robo total,no,no,VILLA DEVOTO,11,1
2016,Marzo,Mar-2016,Domingo,2016-03-06,2,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Miércoles,2016-03-16,19,Robo,Robo total,si,no,LINIERS,9,1
2016,Marzo,Mar-2016,Martes,2016-03-08,15,Robo,Robo total,si,no,LINIERS,9,1
2016,Marzo,Mar-2016,Viernes,2016-03-25,10,Robo,Robo automotor,si,no,MATADEROS,9,1
2016,Marzo,Mar-2016,Jueves,2016-03-17,19,Robo,Robo total,no,no,VERSALLES,10,1
2016,Marzo,Mar-2016,Sábado,2016-03-26,21,Robo,Robo total,no,no,VILLA DEVOTO,11,1
2016,Marzo,Mar-2016,Domingo,2016-03-27,13,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Lunes,2016-03-07,8,Robo,Robo total,no,no,VILLA REAL,10,1
2016,Abril,Abr-2016,Miércoles,2016-04-13,19,Robo,Robo automotor,no,no,VILLA REAL,10,1
2016,Marzo,Mar-2016,Lunes,2016-03-21,17,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Jueves,2016-03-31,21,Robo,Robo automotor,si,no,MATADEROS,9,1
2016,Abril,Abr-2016,Domingo,2016-04-03,23,Robo,Robo total,no,no,LINIERS,9,1
2016,Abril,Abr-2016,Miércoles,2016-04-06,23,Robo,Robo total,si,no,VILLA REAL,10,1
2016,Abril,Abr-2016,Miércoles,2016-04-13,7,Robo,Robo total,si,no,VILLA DEVOTO,11,1
2016,Abril,Abr-2016,Viernes,2016-04-29,10,Robo,Robo total,no,no,LINIERS,9,1
2016,Abril,Abr-2016,Martes,2016-04-12,20,Robo,Robo total,no,no,VILLA REAL,10,1
2016,Abril,Abr-2016,Viernes,2016-04-15,19,Robo,Robo total,no,no,VERSALLES,10,1
2016,Abril,Abr-2016,Lunes,2016-04-04,14,Robo,Robo total,no,no,LINIERS,9,1
2016,Marzo,Mar-2016,Miércoles,2016-03-02,20,Robo,Robo automotor,si,no,LINIERS,9,1
2016,Febrero,Feb-2016,Viernes,2016-02-19,12,Robo,Robo total,no,si,VILLA DEVOTO,11,1
2016,Abril,Abr-2016,Jueves,2016-04-14,18,Robo,Robo total,no,no,LINIERS,9,1
2016,Abril,Abr-2016,Domingo,2016-04-17,7,Robo,Robo total,no,no,VILLA REAL,10,1
2016,Abril,Abr-2016,Sábado,2016-04-16,11,Robo,Robo total,no,no,LINIERS,9,1
2016,Abril,Abr-2016,Viernes,2016-04-08,15,Robo,Robo automotor,si,no,LINIERS,9,1
2016,Abril,Abr-2016,Viernes,2016-04-15,11,Robo,Robo total,no,no,LINIERS,9,1
2016,Abril,Abr-2016,Sábado,2016-04-16,13,Robo,Robo total,si,no,LINIERS,9,1
2016,Abril,Abr-2016,Lunes,2016-04-18,16,Robo,Robo total,si,no,LINIERS,9,1
2016,Abril,Abr-2016,Sábado,2016-04-30,22,Robo,Robo total,no,no,LINIERS,9,1
2016,Abril,Abr-2016,Viernes,2016-04-01,10,Robo,Robo total,no,no,LINIERS,9,1
2016,Abril,Abr-2016,Lunes,2016-04-04,6,Robo,Robo total,no,no,LINIERS,9,1
2016,Abril,Abr-2016,Miércoles,2016-04-20,20,Robo,Robo total,no,no,VILLA REAL,10,1
2016,Abril,Abr-2016,Miércoles,2016-04-27,6,Robo,Robo total,si,no,VILLA DEVOTO,11,1
2016,Abril,Abr-2016,Viernes,2016-04-01,22,Robo,Robo total,si,no,VILLA DEVOTO,11,1
2016,Abril,Abr-2016,Domingo,2016-04-10,14,Robo,Robo total,no,no,VERSALLES,10,1
2016,Abril,Abr-2016,Martes,2016-04-05,12,Robo,Robo total,no,no,VILLA REAL,10,1
2016,Abril,Abr-2016,Jueves,2016-04-07,13,Robo,Robo total,no,no,VILLA REAL,10,1
2016,Abril,Abr-2016,Martes,2016-04-05,13,Robo,Robo total,si,no,LINIERS,9,1
2016,Abril,Abr-2016,Jueves,2016-04-14,20,Robo,Robo total,si,no,VILLA REAL,10,1
2016,Abril,Abr-2016,Martes,2016-04-19,9,Robo,Robo total,no,no,VILLA DEVOTO,11,1
2016,Abril,Abr-2016,Domingo,2016-04-03,20,Robo,Robo total,si,no,LINIERS,9,1
2016,Abril,Abr-2016,Miércoles,2016-04-13,21,Robo,Robo total,no,no,LINIERS,9,1
2016,Abril,Abr-2016,Jueves,2016-04-07,10,Robo,Robo total,no,no,VILLA REAL,10,1
2016,Abril,Abr-2016,Jueves,2016-04-28,14,Robo,Robo total,si,si,VILLA REAL,10,1
2016,Abril,Abr-2016,Martes,2016-04-05,20,Robo,Robo total,no,no,VERSALLES,10,1
2016,Abril,Abr-2016,Lunes,2016-04-04,23,Robo,Robo total,no,no,LINIERS,9,1
2016,Abril,Abr-2016,Lunes,2016-04-18,19,Robo,Robo total,no,no,VILLA DEVOTO,11,1
2016,Abril,Abr-2016,Viernes,2016-04-01,0,Robo,Robo total,si,no,LINIERS,9,1
2016,Abril,Abr-2016,Domingo,2016-04-17,10,Robo,Robo total,no,no,VILLA DEVOTO,11,1
2016,Abril,Abr-2016,Miércoles,2016-04-27,15,Robo,Robo total,no,no,LINIERS,9,1
2016,Abril,Abr-2016,Domingo,2016-04-17,16,Robo,Robo total,si,no,VILLA REAL,10,1
2016,Abril,Abr-2016,Lunes,2016-04-04,13,Robo,Robo total,no,no,LINIERS,9,1
2016,Abril,Abr-2016,Viernes,2016-04-29,15,Robo,Robo total,no,no,VERSALLES,10,1
2016,Abril,Abr-2016,Viernes,2016-04-01,10,Robo,Robo total,si,no,VERSALLES,10,1
2016,Abril,Abr-2016,Martes,2016-04-12,2,Robo,Robo total,no,no,LINIERS,9,1
2016,Abril,Abr-2016,Viernes,2016-04-29,9,Robo,Robo total,no,no,VILLA DEVOTO,11,1
2016,Abril,Abr-2016,Jueves,2016-04-28,20,Robo,Robo total,no,no,VILLA REAL,10,1
2016,Abril,Abr-2016,Martes,2016-04-26,8,Robo,Robo total,no,no,VERSALLES,10,1
2016,Abril,Abr-2016,Sábado,2016-04-02,13,Robo,Robo total,no,si,VILLA DEVOTO,11,1
2016,Abril,Abr-2016,Miércoles,2016-04-06,14,Robo,Robo total,si,no,VILLA REAL,10,1
2016,Abril,Abr-2016,Lunes,2016-04-11,9,Robo,Robo total,no,no,VILLA REAL,10,1
2016,Abril,Abr-2016,Sábado,2016-04-02,19,Robo,Robo total,no,no,VILLA DEVOTO,11,1
2016,Abril,Abr-2016,Viernes,2016-04-08,12,Robo,Robo total,si,no,VILLA DEVOTO,11,1
2016,Abril,Abr-2016,Martes,2016-04-05,21,Robo,Robo total,si,no,VERSALLES,10,1
2016,Abril,Abr-2016,Sábado,2016-04-02,20,Robo,Robo total,si,si,VILLA REAL,10,1
